Individual ID	Gender	Population	SuperPop
HG02625	male	GWD	AFR
HG02628	male	GWD	AFR
HG02629	female	GWD	AFR
HG02630	female	GWD	AFR
HG02634	male	GWD	AFR
HG02635	female	GWD	AFR
HG02636	male	GWD	AFR
HG02642	male	GWD	AFR
HG02643	female	GWD	AFR
HG02644	male	GWD	AFR
HG02645	male	GWD	AFR
HG02646	female	GWD	AFR
HG02647	male	GWD	AFR
HG02666	male	GWD	AFR
HG02667	female	GWD	AFR
HG02668	male	GWD	AFR
HG02675	male	GWD	AFR
HG02676	female	GWD	AFR
HG02677	female	GWD	AFR
HG02678	male	GWD	AFR
HG02679	female	GWD	AFR
HG02680	female	GWD	AFR
HG02702	male	GWD	AFR
HG02703	female	GWD	AFR
HG02704	female	GWD	AFR
HG02715	male	GWD	AFR
HG02716	female	GWD	AFR
HG02717	male	GWD	AFR
HG02721	male	GWD	AFR
HG02722	female	GWD	AFR
HG02723	female	GWD	AFR
HG02756	male	GWD	AFR
HG02757	female	GWD	AFR
HG02758	female	GWD	AFR
HG02759	male	GWD	AFR
HG02760	female	GWD	AFR
HG02761	female	GWD	AFR
HG02762	male	GWD	AFR
HG02763	female	GWD	AFR
HG02764	male	GWD	AFR
HG02768	male	GWD	AFR
HG02769	female	GWD	AFR
HG02770	female	GWD	AFR
HG02771	male	GWD	AFR
HG02772	female	GWD	AFR
HG02773	male	GWD	AFR
HG02798	male	GWD	AFR
HG02799	female	GWD	AFR
HG02800	male	GWD	AFR
HG02804	male	GWD	AFR
HG02805	female	GWD	AFR
HG02806	female	GWD	AFR
HG02807	male	GWD	AFR
HG02808	female	GWD	AFR
HG02809	female	GWD	AFR
HG02810	male	GWD	AFR
HG02811	female	GWD	AFR
HG02812	male	GWD	AFR
HG02813	male	GWD	AFR
HG02814	female	GWD	AFR
HG02815	male	GWD	AFR
HG02816	male	GWD	AFR
HG02817	female	GWD	AFR
HG02818	female	GWD	AFR
HG02819	male	GWD	AFR
HG02820	female	GWD	AFR
HG02821	male	GWD	AFR
HG02836	male	GWD	AFR
HG02837	female	GWD	AFR
HG02838	male	GWD	AFR
HG02839	male	GWD	AFR
HG02840	female	GWD	AFR
HG02841	female	GWD	AFR
HG02851	male	GWD	AFR
HG02852	female	GWD	AFR
HG02853	male	GWD	AFR
HG02854	male	GWD	AFR
HG02855	female	GWD	AFR
HG02856	male	GWD	AFR
HG02860	male	GWD	AFR
HG02861	female	GWD	AFR
HG02862	female	GWD	AFR
HG02869	male	GWD	AFR
HG02870	female	GWD	AFR
HG02871	female	GWD	AFR
HG02878	male	GWD	AFR
HG02879	female	GWD	AFR
HG02880	female	GWD	AFR
HG02881	male	GWD	AFR
HG02882	female	GWD	AFR
HG02883	male	GWD	AFR
HG02884	male	GWD	AFR
HG02885	female	GWD	AFR
HG02886	female	GWD	AFR
HG02887	male	GWD	AFR
HG02888	female	GWD	AFR
HG02889	female	GWD	AFR
HG02890	male	GWD	AFR
HG02891	female	GWD	AFR
HG02892	male	GWD	AFR
HG02895	male	GWD	AFR
HG02896	female	GWD	AFR
HG02897	female	GWD	AFR
HG02922	female	ESN	AFR
HG02923	male	ESN	AFR
HG02924	male	ESN	AFR
HG02938	male	ESN	AFR
HG02939	male	ESN	AFR
HG02941	male	ESN	AFR
HG02942	male	ESN	AFR
HG02943	female	ESN	AFR
HG02944	male	ESN	AFR
HG02945	female	ESN	AFR
HG02946	female	ESN	AFR
HG02947	male	ESN	AFR
HG02948	male	ESN	AFR
HG02952	female	ESN	AFR
HG02953	male	ESN	AFR
HG02954	male	ESN	AFR
HG02964	female	ESN	AFR
HG02965	male	ESN	AFR
HG02966	male	ESN	AFR
HG02968	male	ESN	AFR
HG02969	female	ESN	AFR
HG02970	female	ESN	AFR
HG02971	male	ESN	AFR
HG02972	male	ESN	AFR
HG02973	male	ESN	AFR
HG02974	female	ESN	AFR
HG02975	male	ESN	AFR
HG02976	female	ESN	AFR
HG02977	male	ESN	AFR
HG02978	female	ESN	AFR
HG02979	female	ESN	AFR
HG02980	male	ESN	AFR
HG02981	male	ESN	AFR
HG02982	male	GWD	AFR
HG02983	female	GWD	AFR
HG02984	male	GWD	AFR
HG03024	male	GWD	AFR
HG03025	female	GWD	AFR
HG03026	female	GWD	AFR
HG03027	male	GWD	AFR
HG03028	female	GWD	AFR
HG03029	male	GWD	AFR
HG03033	male	GWD	AFR
HG03034	female	GWD	AFR
HG03035	male	GWD	AFR
HG03039	male	GWD	AFR
HG03040	female	GWD	AFR
HG03041	female	GWD	AFR
HG03045	male	GWD	AFR
HG03046	female	GWD	AFR
HG03047	female	GWD	AFR
HG03048	male	GWD	AFR
HG03049	female	GWD	AFR
HG03050	male	GWD	AFR
HG03052	female	MSL	AFR
HG03053	female	MSL	AFR
HG03054	male	MSL	AFR
HG03055	female	MSL	AFR
HG03056	male	MSL	AFR
HG03057	male	MSL	AFR
HG03058	female	MSL	AFR
HG03059	male	MSL	AFR
HG03060	male	MSL	AFR
HG03061	female	MSL	AFR
HG03062	male	MSL	AFR
HG03063	male	MSL	AFR
HG03064	female	MSL	AFR
HG03065	male	MSL	AFR
HG03066	male	MSL	AFR
HG03069	male	MSL	AFR
HG03072	male	MSL	AFR
HG03073	female	MSL	AFR
HG03074	male	MSL	AFR
HG03076	female	MSL	AFR
HG03077	male	MSL	AFR
HG03078	male	MSL	AFR
HG03079	female	MSL	AFR
HG03080	female	MSL	AFR
HG03081	male	MSL	AFR
HG03082	female	MSL	AFR
HG03084	male	MSL	AFR
HG03085	female	MSL	AFR
HG03086	female	MSL	AFR
HG03088	female	MSL	AFR
HG03091	female	MSL	AFR
HG03095	female	MSL	AFR
HG03096	male	MSL	AFR
HG03097	female	MSL	AFR
HG03098	male	MSL	AFR
HG03099	female	ESN	AFR
HG03100	male	ESN	AFR
HG03101	male	ESN	AFR
HG03103	male	ESN	AFR
HG03104	female	ESN	AFR
HG03105	female	ESN	AFR
HG03107	female	ESN	AFR
HG03108	female	ESN	AFR
HG03109	male	ESN	AFR
HG03110	female	ESN	AFR
HG03111	female	ESN	AFR
HG03112	male	ESN	AFR
HG03113	female	ESN	AFR
HG03114	female	ESN	AFR
HG03115	male	ESN	AFR
HG03116	female	ESN	AFR
HG03117	female	ESN	AFR
HG03118	male	ESN	AFR
HG03119	female	ESN	AFR
HG03120	male	ESN	AFR
HG03121	female	ESN	AFR
HG03122	male	ESN	AFR
HG03123	female	ESN	AFR
HG03124	male	ESN	AFR
HG03125	female	ESN	AFR
HG03126	female	ESN	AFR
HG03127	male	ESN	AFR
HG03128	male	ESN	AFR
HG03129	female	ESN	AFR
HG03130	male	ESN	AFR
HG03131	male	ESN	AFR
HG03132	female	ESN	AFR
HG03133	male	ESN	AFR
HG03134	male	ESN	AFR
HG03135	female	ESN	AFR
HG03136	male	ESN	AFR
HG03137	male	ESN	AFR
HG03139	male	ESN	AFR
HG03140	female	ESN	AFR
HG03157	male	ESN	AFR
HG03158	female	ESN	AFR
HG03159	female	ESN	AFR
HG03160	male	ESN	AFR
HG03161	male	ESN	AFR
HG03162	female	ESN	AFR
HG03163	male	ESN	AFR
HG03164	female	ESN	AFR
HG03166	male	ESN	AFR
HG03167	male	ESN	AFR
HG03168	female	ESN	AFR
HG03169	male	ESN	AFR
HG03170	male	ESN	AFR
HG03171	female	ESN	AFR
HG03172	male	ESN	AFR
HG03173	male	ESN	AFR
HG03175	male	ESN	AFR
HG03176	male	ESN	AFR
HG03189	female	ESN	AFR
HG03190	male	ESN	AFR
HG03191	male	ESN	AFR
HG03193	male	ESN	AFR
HG03194	male	ESN	AFR
HG03195	female	ESN	AFR
HG03196	male	ESN	AFR
HG03197	male	ESN	AFR
HG03198	female	ESN	AFR
HG03199	male	ESN	AFR
HG03200	female	ESN	AFR
HG03202	male	ESN	AFR
HG03203	female	ESN	AFR
HG03209	male	MSL	AFR
HG03212	female	MSL	AFR
HG03224	male	MSL	AFR
HG03225	male	MSL	AFR
HG03240	male	GWD	AFR
HG03241	female	GWD	AFR
HG03242	male	GWD	AFR
HG03246	male	GWD	AFR
HG03247	female	GWD	AFR
HG03248	male	GWD	AFR
HG03249	male	GWD	AFR
HG03250	female	GWD	AFR
HG03251	female	GWD	AFR
HG03258	male	GWD	AFR
HG03259	female	GWD	AFR
HG03260	male	GWD	AFR
HG03265	male	ESN	AFR
HG03266	female	ESN	AFR
HG03267	female	ESN	AFR
HG03268	male	ESN	AFR
HG03269	male	ESN	AFR
HG03270	female	ESN	AFR
HG03271	male	ESN	AFR
HG03272	female	ESN	AFR
HG03279	female	ESN	AFR
HG03280	male	ESN	AFR
HG03291	female	ESN	AFR
HG03293	male	ESN	AFR
HG03294	female	ESN	AFR
HG03295	male	ESN	AFR
HG03296	male	ESN	AFR
HG03297	female	ESN	AFR
HG03298	male	ESN	AFR
HG03299	male	ESN	AFR
HG03300	female	ESN	AFR
HG03301	male	ESN	AFR
HG03302	male	ESN	AFR
HG03303	female	ESN	AFR
HG03304	male	ESN	AFR
HG03305	female	ESN	AFR
HG03306	female	ESN	AFR
HG03307	male	ESN	AFR
HG03308	male	ESN	AFR
HG03309	female	ESN	AFR
HG03310	female	ESN	AFR
HG03311	male	ESN	AFR
HG03312	female	ESN	AFR
HG03313	male	ESN	AFR
HG03314	male	ESN	AFR
HG03339	female	ESN	AFR
HG03341	female	ESN	AFR
HG03342	female	ESN	AFR
HG03343	male	ESN	AFR
HG03344	male	ESN	AFR
HG03350	male	ESN	AFR
HG03351	female	ESN	AFR
HG03352	male	ESN	AFR
HG03354	female	ESN	AFR
HG03361	male	ESN	AFR
HG03362	male	ESN	AFR
HG03363	female	ESN	AFR
HG03365	male	ESN	AFR
HG03366	female	ESN	AFR
HG03367	male	ESN	AFR
HG03368	male	ESN	AFR
HG03369	female	ESN	AFR
HG03370	male	ESN	AFR
HG03371	male	ESN	AFR
HG03372	female	ESN	AFR
HG03373	male	ESN	AFR
HG03374	female	ESN	AFR
HG03376	male	MSL	AFR
HG03378	female	MSL	AFR
HG03380	female	MSL	AFR
HG03381	female	MSL	AFR
HG03382	male	MSL	AFR
HG03383	female	MSL	AFR
HG03384	female	MSL	AFR
HG03385	male	MSL	AFR
HG03388	male	MSL	AFR
HG03390	male	MSL	AFR
HG03391	male	MSL	AFR
HG03393	female	MSL	AFR
HG03394	male	MSL	AFR
HG03397	male	MSL	AFR
HG03398	female	MSL	AFR
HG03399	male	MSL	AFR
HG03401	female	MSL	AFR
HG03402	female	MSL	AFR
HG03408	male	MSL	AFR
HG03410	female	MSL	AFR
HG03411	female	MSL	AFR
HG03419	female	MSL	AFR
HG03428	female	MSL	AFR
HG03431	female	MSL	AFR
HG03432	male	MSL	AFR
HG03433	male	MSL	AFR
HG03436	male	MSL	AFR
HG03437	female	MSL	AFR
HG03438	female	MSL	AFR
HG03439	male	MSL	AFR
HG03442	male	MSL	AFR
HG03445	male	MSL	AFR
HG03446	female	MSL	AFR
HG03449	female	MSL	AFR
HG03450	female	MSL	AFR
HG03451	male	MSL	AFR
HG03452	female	MSL	AFR
HG03453	female	MSL	AFR
HG03454	male	MSL	AFR
HG03455	female	MSL	AFR
HG03456	male	MSL	AFR
HG03457	male	MSL	AFR
HG03458	female	MSL	AFR
HG03459	male	MSL	AFR
HG03460	male	MSL	AFR
HG03461	female	MSL	AFR
HG03462	male	MSL	AFR
HG03464	female	MSL	AFR
HG03465	male	MSL	AFR
HG03466	male	MSL	AFR
HG03468	male	MSL	AFR
HG03469	male	MSL	AFR
HG03470	female	MSL	AFR
HG03471	male	MSL	AFR
HG03472	male	MSL	AFR
HG03473	female	MSL	AFR
HG03474	male	MSL	AFR
HG03476	female	MSL	AFR
HG03477	male	MSL	AFR
HG03478	male	MSL	AFR
HG03479	female	MSL	AFR
HG03480	female	MSL	AFR
HG03484	male	MSL	AFR
HG03485	female	MSL	AFR
HG03486	female	MSL	AFR
HG03493	female	ESN	AFR
HG03499	female	ESN	AFR
HG03508	female	ESN	AFR
HG03510	female	ESN	AFR
HG03511	female	ESN	AFR
HG03513	male	ESN	AFR
HG03514	female	ESN	AFR
HG03515	male	ESN	AFR
HG03516	female	ESN	AFR
HG03517	female	ESN	AFR
HG03518	male	ESN	AFR
HG03519	male	ESN	AFR
HG03520	female	ESN	AFR
HG03521	male	ESN	AFR
HG03522	female	ESN	AFR
HG03538	male	GWD	AFR
HG03539	female	GWD	AFR
HG03540	female	GWD	AFR
HG03547	male	MSL	AFR
HG03548	female	MSL	AFR
HG03549	female	MSL	AFR
HG03556	male	MSL	AFR
HG03557	female	MSL	AFR
HG03558	female	MSL	AFR
HG03559	male	MSL	AFR
HG03563	female	MSL	AFR
HG03564	female	MSL	AFR
HG03565	male	MSL	AFR
HG03566	female	MSL	AFR
HG03567	female	MSL	AFR
HG03569	female	MSL	AFR
HG03571	male	MSL	AFR
HG03572	female	MSL	AFR
HG03574	male	MSL	AFR
HG03575	female	MSL	AFR
HG03576	female	MSL	AFR
HG03577	male	MSL	AFR
HG03578	female	MSL	AFR
HG03579	male	MSL	AFR
HG03582	male	MSL	AFR
HG03583	female	MSL	AFR
HG03584	female	MSL	AFR
NA18484	female	YRI	AFR
NA18485	male	YRI	AFR
NA18486	male	YRI	AFR
NA18487	male	YRI	AFR
NA18488	female	YRI	AFR
NA18489	female	YRI	AFR
NA18497	male	YRI	AFR
NA18498	male	YRI	AFR
NA18499	female	YRI	AFR
NA18500	male	YRI	AFR
NA18501	male	YRI	AFR
NA18502	female	YRI	AFR
NA18503	male	YRI	AFR
NA18504	male	YRI	AFR
NA18505	female	YRI	AFR
NA18506	male	YRI	AFR
NA18507	male	YRI	AFR
NA18508	female	YRI	AFR
NA18509	male	YRI	AFR
NA18510	male	YRI	AFR
NA18511	female	YRI	AFR
NA18515	male	YRI	AFR
NA18516	male	YRI	AFR
NA18517	female	YRI	AFR
NA18518	female	YRI	AFR
NA18519	male	YRI	AFR
NA18520	female	YRI	AFR
NA18521	male	YRI	AFR
NA18522	male	YRI	AFR
NA18523	female	YRI	AFR
NA18852	female	YRI	AFR
NA18853	male	YRI	AFR
NA18854	male	YRI	AFR
NA18855	female	YRI	AFR
NA18856	male	YRI	AFR
NA18857	male	YRI	AFR
NA18858	female	YRI	AFR
NA18859	male	YRI	AFR
NA18860	male	YRI	AFR
NA18861	female	YRI	AFR
NA18862	male	YRI	AFR
NA18863	male	YRI	AFR
NA18864	female	YRI	AFR
NA18865	male	YRI	AFR
NA18867	female	YRI	AFR
NA18868	male	YRI	AFR
NA18869	male	YRI	AFR
NA18870	female	YRI	AFR
NA18871	male	YRI	AFR
NA18872	male	YRI	AFR
NA18873	female	YRI	AFR
NA18874	male	YRI	AFR
NA18875	female	YRI	AFR
NA18876	female	YRI	AFR
NA18877	male	YRI	AFR
NA18878	female	YRI	AFR
NA18879	male	YRI	AFR
NA18881	female	YRI	AFR
NA18906	female	YRI	AFR
NA18907	female	YRI	AFR
NA18908	male	YRI	AFR
NA18909	female	YRI	AFR
NA18910	male	YRI	AFR
NA18911	male	YRI	AFR
NA18912	female	YRI	AFR
NA18913	male	YRI	AFR
NA18914	male	YRI	AFR
NA18915	male	YRI	AFR
NA18916	female	YRI	AFR
NA18917	male	YRI	AFR
NA18923	male	YRI	AFR
NA18924	female	YRI	AFR
NA18925	male	YRI	AFR
NA18930	female	YRI	AFR
NA18933	female	YRI	AFR
NA18934	male	YRI	AFR
NA18935	male	YRI	AFR
NA19017	female	LWK	AFR
NA19019	female	LWK	AFR
NA19020	male	LWK	AFR
NA19023	female	LWK	AFR
NA19024	female	LWK	AFR
NA19025	male	LWK	AFR
NA19026	male	LWK	AFR
NA19027	male	LWK	AFR
NA19028	male	LWK	AFR
NA19030	female	LWK	AFR
NA19031	male	LWK	AFR
NA19035	male	LWK	AFR
NA19036	female	LWK	AFR
NA19037	female	LWK	AFR
NA19038	female	LWK	AFR
NA19041	male	LWK	AFR
NA19042	female	LWK	AFR
NA19043	male	LWK	AFR
NA19044	male	LWK	AFR
NA19046	male	LWK	AFR
NA19092	male	YRI	AFR
NA19093	female	YRI	AFR
NA19094	female	YRI	AFR
NA19095	female	YRI	AFR
NA19096	male	YRI	AFR
NA19097	female	YRI	AFR
NA19098	male	YRI	AFR
NA19099	female	YRI	AFR
NA19100	female	YRI	AFR
NA19101	male	YRI	AFR
NA19102	female	YRI	AFR
NA19103	male	YRI	AFR
NA19104	male	YRI	AFR
NA19105	female	YRI	AFR
NA19107	male	YRI	AFR
NA19108	female	YRI	AFR
NA19109	female	YRI	AFR
NA19113	male	YRI	AFR
NA19114	female	YRI	AFR
NA19115	female	YRI	AFR
NA19116	female	YRI	AFR
NA19117	male	YRI	AFR
NA19118	female	YRI	AFR
NA19119	male	YRI	AFR
NA19120	male	YRI	AFR
NA19121	male	YRI	AFR
NA19122	female	YRI	AFR
NA19123	male	YRI	AFR
NA19127	female	YRI	AFR
NA19128	male	YRI	AFR
NA19129	female	YRI	AFR
NA19130	male	YRI	AFR
NA19131	female	YRI	AFR
NA19132	female	YRI	AFR
NA19137	female	YRI	AFR
NA19138	male	YRI	AFR
NA19139	male	YRI	AFR
NA19140	female	YRI	AFR
NA19141	male	YRI	AFR
NA19142	male	YRI	AFR
NA19143	female	YRI	AFR
NA19144	male	YRI	AFR
NA19145	male	YRI	AFR
NA19146	male	YRI	AFR
NA19147	female	YRI	AFR
NA19148	female	YRI	AFR
NA19149	female	YRI	AFR
NA19150	male	YRI	AFR
NA19151	female	YRI	AFR
NA19152	female	YRI	AFR
NA19153	male	YRI	AFR
NA19154	male	YRI	AFR
NA19159	female	YRI	AFR
NA19160	male	YRI	AFR
NA19161	male	YRI	AFR
NA19166	female	YRI	AFR
NA19171	male	YRI	AFR
NA19172	female	YRI	AFR
NA19173	male	YRI	AFR
NA19174	male	YRI	AFR
NA19175	male	YRI	AFR
NA19176	female	YRI	AFR
NA19177	male	YRI	AFR
NA19184	male	YRI	AFR
NA19185	female	YRI	AFR
NA19186	male	YRI	AFR
NA19189	male	YRI	AFR
NA19190	female	YRI	AFR
NA19191	male	YRI	AFR
NA19195	male	YRI	AFR
NA19196	female	YRI	AFR
NA19197	female	YRI	AFR
NA19198	male	YRI	AFR
NA19199	female	YRI	AFR
NA19200	male	YRI	AFR
NA19201	female	YRI	AFR
NA19202	female	YRI	AFR
NA19203	male	YRI	AFR
NA19204	female	YRI	AFR
NA19205	male	YRI	AFR
NA19206	female	YRI	AFR
NA19207	male	YRI	AFR
NA19208	male	YRI	AFR
NA19209	female	YRI	AFR
NA19210	male	YRI	AFR
NA19211	male	YRI	AFR
NA19213	male	YRI	AFR
NA19214	female	YRI	AFR
NA19215	female	YRI	AFR
NA19221	female	YRI	AFR
NA19222	female	YRI	AFR
NA19223	male	YRI	AFR
NA19224	male	YRI	AFR
NA19225	female	YRI	AFR
NA19226	male	YRI	AFR
NA19235	female	YRI	AFR
NA19236	male	YRI	AFR
NA19237	female	YRI	AFR
NA19238	female	YRI	AFR
NA19239	male	YRI	AFR
NA19247	female	YRI	AFR
NA19248	male	YRI	AFR
NA19249	male	YRI	AFR
NA19252	male	YRI	AFR
NA19254	female	YRI	AFR
NA19256	male	YRI	AFR
NA19257	female	YRI	AFR
NA19258	male	YRI	AFR
NA19307	male	LWK	AFR
NA19308	male	LWK	AFR
NA19309	male	LWK	AFR
NA19310	female	LWK	AFR
NA19312	male	LWK	AFR
NA19314	female	LWK	AFR
NA19315	female	LWK	AFR
NA19316	female	LWK	AFR
NA19317	male	LWK	AFR
NA19318	male	LWK	AFR
NA19319	male	LWK	AFR
NA19320	female	LWK	AFR
NA19321	female	LWK	AFR
NA19323	female	LWK	AFR
NA19324	female	LWK	AFR
NA19327	female	LWK	AFR
NA19328	female	LWK	AFR
NA19331	male	LWK	AFR
NA19332	female	LWK	AFR
NA19334	male	LWK	AFR
NA19338	female	LWK	AFR
NA19346	male	LWK	AFR
NA19347	male	LWK	AFR
NA19350	male	LWK	AFR
NA19351	female	LWK	AFR
NA19352	male	LWK	AFR
NA19355	female	LWK	AFR
NA19359	male	LWK	AFR
NA19360	male	LWK	AFR
NA19371	male	LWK	AFR
NA19372	male	LWK	AFR
NA19373	male	LWK	AFR
NA19374	male	LWK	AFR
NA19375	male	LWK	AFR
NA19376	male	LWK	AFR
NA19377	female	LWK	AFR
NA19378	female	LWK	AFR
NA19379	female	LWK	AFR
NA19380	male	LWK	AFR
NA19381	female	LWK	AFR
NA19382	male	LWK	AFR
NA19383	male	LWK	AFR
NA19384	male	LWK	AFR
NA19385	male	LWK	AFR
NA19390	female	LWK	AFR
NA19391	female	LWK	AFR
NA19393	male	LWK	AFR
NA19394	male	LWK	AFR
NA19395	female	LWK	AFR
NA19396	female	LWK	AFR
NA19397	male	LWK	AFR
NA19398	female	LWK	AFR
NA19399	female	LWK	AFR
NA19401	female	LWK	AFR
NA19403	female	LWK	AFR
NA19404	female	LWK	AFR
NA19428	male	LWK	AFR
NA19429	male	LWK	AFR
NA19430	male	LWK	AFR
NA19431	female	LWK	AFR
NA19432	female	LWK	AFR
NA19434	female	LWK	AFR
NA19435	female	LWK	AFR
NA19436	female	LWK	AFR
NA19437	female	LWK	AFR
NA19438	female	LWK	AFR
NA19439	female	LWK	AFR
NA19440	female	LWK	AFR
NA19443	male	LWK	AFR
NA19444	male	LWK	AFR
NA19445	female	LWK	AFR
NA19446	female	LWK	AFR
NA19448	male	LWK	AFR
NA19449	female	LWK	AFR
NA19451	male	LWK	AFR
NA19452	male	LWK	AFR
NA19453	male	LWK	AFR
NA19454	male	LWK	AFR
NA19455	male	LWK	AFR
NA19456	female	LWK	AFR
NA19457	female	LWK	AFR
NA19461	male	LWK	AFR
NA19462	female	LWK	AFR
NA19463	female	LWK	AFR
NA19466	male	LWK	AFR
NA19467	female	LWK	AFR
NA19468	female	LWK	AFR
NA19469	female	LWK	AFR
NA19470	female	LWK	AFR
NA19471	female	LWK	AFR
NA19472	female	LWK	AFR
NA19473	female	LWK	AFR
NA19474	female	LWK	AFR
NA19475	female	LWK	AFR
NA19625	female	ASW	AFR
NA19700	male	ASW	AFR
NA19701	female	ASW	AFR
NA19702	male	ASW	AFR
NA19703	male	ASW	AFR
NA19704	female	ASW	AFR
NA19705	male	ASW	AFR
NA19707	female	ASW	AFR
NA19708	female	ASW	AFR
NA19711	male	ASW	AFR
NA19712	female	ASW	AFR
NA19713	female	ASW	AFR
NA19714	female	ASW	AFR
NA19818	male	ASW	AFR
NA19819	female	ASW	AFR
NA19828	male	ASW	AFR
NA19834	male	ASW	AFR
NA19835	female	ASW	AFR
NA19836	female	ASW	AFR
NA19900	male	ASW	AFR
NA19901	female	ASW	AFR
NA19902	female	ASW	AFR
NA19904	male	ASW	AFR
NA19905	female	ASW	AFR
NA19908	male	ASW	AFR
NA19909	female	ASW	AFR
NA19913	female	ASW	AFR
