Individual ID	Gender	Population	SuperPop
HG00318	female	FIN	EUR
HG00319	female	FIN	EUR
HG00320	female	FIN	EUR
HG00321	male	FIN	EUR
HG00323	female	FIN	EUR
HG00324	female	FIN	EUR
HG00325	male	FIN	EUR
HG00326	female	FIN	EUR
HG00327	female	FIN	EUR
HG00328	female	FIN	EUR
HG00329	male	FIN	EUR
HG00330	female	FIN	EUR
HG00331	female	FIN	EUR
HG00332	female	FIN	EUR
HG00334	female	FIN	EUR
HG00335	male	FIN	EUR
HG00336	male	FIN	EUR
HG00337	female	FIN	EUR
HG00338	male	FIN	EUR
HG00339	female	FIN	EUR
HG00341	male	FIN	EUR
HG00342	male	FIN	EUR
HG00343	female	FIN	EUR
HG00344	female	FIN	EUR
HG00345	male	FIN	EUR
HG00346	female	FIN	EUR
HG00349	female	FIN	EUR
HG00350	female	FIN	EUR
HG00351	male	FIN	EUR
HG00353	female	FIN	EUR
HG00355	female	FIN	EUR
HG00356	female	FIN	EUR
HG00357	female	FIN	EUR
HG00358	male	FIN	EUR
HG00359	female	FIN	EUR
HG00360	male	FIN	EUR
HG00361	female	FIN	EUR
HG00362	female	FIN	EUR
HG00364	female	FIN	EUR
HG00365	female	FIN	EUR
HG00366	male	FIN	EUR
HG00367	female	FIN	EUR
HG00368	female	FIN	EUR
HG00369	male	FIN	EUR
HG00371	male	FIN	EUR
HG00372	male	FIN	EUR
HG00373	female	FIN	EUR
HG00375	male	FIN	EUR
HG00376	female	FIN	EUR
HG00377	female	FIN	EUR
HG00378	female	FIN	EUR
HG00379	female	FIN	EUR
HG00380	female	FIN	EUR
HG00381	female	FIN	EUR
HG00382	male	FIN	EUR
HG00383	female	FIN	EUR
HG00384	female	FIN	EUR
HG01334	male	GBR	EUR
HG01500	male	IBS	EUR
HG01501	female	IBS	EUR
HG01502	male	IBS	EUR
HG01503	male	IBS	EUR
HG01504	female	IBS	EUR
HG01505	male	IBS	EUR
HG01506	male	IBS	EUR
HG01507	female	IBS	EUR
HG01508	male	IBS	EUR
HG01509	male	IBS	EUR
HG01510	female	IBS	EUR
HG01511	female	IBS	EUR
HG01512	male	IBS	EUR
HG01513	female	IBS	EUR
HG01514	female	IBS	EUR
HG01515	male	IBS	EUR
HG01516	female	IBS	EUR
HG01517	female	IBS	EUR
HG01518	male	IBS	EUR
HG01519	female	IBS	EUR
HG01520	female	IBS	EUR
HG01521	male	IBS	EUR
HG01522	female	IBS	EUR
HG01523	male	IBS	EUR
HG01524	male	IBS	EUR
HG01525	female	IBS	EUR
HG01526	male	IBS	EUR
HG01527	male	IBS	EUR
HG01528	female	IBS	EUR
HG01529	male	IBS	EUR
HG01530	male	IBS	EUR
HG01531	female	IBS	EUR
HG01532	male	IBS	EUR
HG01536	male	IBS	EUR
HG01537	female	IBS	EUR
HG01538	female	IBS	EUR
HG01601	male	IBS	EUR
HG01602	female	IBS	EUR
HG01603	male	IBS	EUR
HG01604	female	IBS	EUR
HG01605	female	IBS	EUR
HG01606	male	IBS	EUR
HG01607	female	IBS	EUR
HG01608	male	IBS	EUR
HG01609	male	IBS	EUR
HG01610	male	IBS	EUR
HG01611	male	IBS	EUR
HG01612	female	IBS	EUR
HG01613	female	IBS	EUR
HG01614	female	IBS	EUR
HG01615	male	IBS	EUR
HG01616	female	IBS	EUR
HG01617	male	IBS	EUR
HG01618	female	IBS	EUR
HG01619	male	IBS	EUR
HG01620	female	IBS	EUR
HG01621	male	IBS	EUR
HG01622	female	IBS	EUR
HG01623	female	IBS	EUR
HG01624	male	IBS	EUR
HG01625	male	IBS	EUR
HG01626	female	IBS	EUR
HG01627	male	IBS	EUR
HG01628	female	IBS	EUR
HG01629	male	IBS	EUR
HG01630	male	IBS	EUR
HG01631	male	IBS	EUR
HG01632	female	IBS	EUR
HG01633	male	IBS	EUR
HG01667	male	IBS	EUR
HG01668	female	IBS	EUR
HG01669	male	IBS	EUR
HG01670	female	IBS	EUR
HG01671	male	IBS	EUR
HG01672	male	IBS	EUR
HG01673	female	IBS	EUR
HG01674	male	IBS	EUR
HG01675	male	IBS	EUR
HG01676	female	IBS	EUR
HG01677	female	IBS	EUR
HG01678	male	IBS	EUR
HG01679	female	IBS	EUR
HG01680	male	IBS	EUR
HG01681	female	IBS	EUR
HG01682	male	IBS	EUR
HG01683	male	IBS	EUR
HG01684	female	IBS	EUR
HG01685	female	IBS	EUR
HG01686	male	IBS	EUR
HG01687	female	IBS	EUR
HG01694	male	IBS	EUR
HG01695	female	IBS	EUR
HG01696	male	IBS	EUR
HG01697	female	IBS	EUR
HG01698	male	IBS	EUR
HG01699	male	IBS	EUR
HG01700	male	IBS	EUR
HG01701	male	IBS	EUR
HG01702	female	IBS	EUR
HG01703	male	IBS	EUR
HG01704	female	IBS	EUR
HG01705	male	IBS	EUR
HG01706	female	IBS	EUR
HG01707	female	IBS	EUR
HG01708	male	IBS	EUR
HG01709	male	IBS	EUR
HG01710	female	IBS	EUR
HG01711	female	IBS	EUR
HG01746	female	IBS	EUR
HG01747	male	IBS	EUR
HG01748	male	IBS	EUR
HG01755	female	IBS	EUR
HG01756	male	IBS	EUR
HG01757	female	IBS	EUR
HG01761	male	IBS	EUR
HG01762	female	IBS	EUR
HG01763	female	IBS	EUR
HG01764	female	IBS	EUR
HG01765	male	IBS	EUR
HG01766	female	IBS	EUR
HG01767	male	IBS	EUR
HG01768	female	IBS	EUR
HG01769	female	IBS	EUR
HG01770	female	IBS	EUR
HG01771	male	IBS	EUR
HG01772	female	IBS	EUR
HG01773	female	IBS	EUR
HG01774	male	IBS	EUR
HG01775	male	IBS	EUR
HG01776	female	IBS	EUR
HG01777	male	IBS	EUR
HG01778	male	IBS	EUR
HG01779	female	IBS	EUR
HG01780	male	IBS	EUR
HG01781	male	IBS	EUR
HG01782	female	IBS	EUR
HG01783	male	IBS	EUR
HG01784	female	IBS	EUR
HG01785	male	IBS	EUR
HG01786	female	IBS	EUR
HG01787	female	IBS	EUR
HG01789	male	GBR	EUR
HG01790	female	GBR	EUR
HG01791	male	GBR	EUR
HG02215	female	GBR	EUR
HG02217	female	IBS	EUR
HG02218	female	IBS	EUR
HG02219	male	IBS	EUR
HG02220	female	IBS	EUR
HG02221	male	IBS	EUR
HG02222	female	IBS	EUR
HG02223	female	IBS	EUR
HG02224	male	IBS	EUR
HG02225	female	IBS	EUR
HG02229	female	IBS	EUR
HG02230	female	IBS	EUR
HG02231	male	IBS	EUR
HG02232	female	IBS	EUR
HG02233	male	IBS	EUR
HG02234	male	IBS	EUR
HG02235	female	IBS	EUR
HG02236	male	IBS	EUR
HG02237	female	IBS	EUR
HG02238	male	IBS	EUR
HG02239	female	IBS	EUR
HG02240	female	IBS	EUR
HG04301	female	GBR	EUR
HG04302	male	GBR	EUR
HG04303	female	GBR	EUR
NA06984	male	CEU	EUR
NA06985	female	CEU	EUR
NA06986	male	CEU	EUR
NA06989	female	CEU	EUR
NA06991	female	CEU	EUR
NA06993	male	CEU	EUR
NA06994	male	CEU	EUR
NA06995	male	CEU	EUR
NA06997	female	CEU	EUR
NA07000	female	CEU	EUR
NA07014	female	CEU	EUR
NA07019	female	CEU	EUR
NA07022	male	CEU	EUR
NA07029	male	CEU	EUR
NA07031	female	CEU	EUR
NA07034	male	CEU	EUR
NA07037	female	CEU	EUR
NA07045	female	CEU	EUR
NA07048	male	CEU	EUR
NA07051	male	CEU	EUR
NA07055	female	CEU	EUR
NA07056	female	CEU	EUR
NA07340	female	CEU	EUR
NA07345	female	CEU	EUR
NA07346	female	CEU	EUR
NA07347	male	CEU	EUR
NA07348	female	CEU	EUR
NA07349	male	CEU	EUR
NA07357	male	CEU	EUR
NA07435	male	CEU	EUR
NA10830	male	CEU	EUR
NA10831	female	CEU	EUR
NA10835	male	CEU	EUR
NA10836	female	CEU	EUR
NA10837	male	CEU	EUR
NA10838	male	CEU	EUR
NA10839	female	CEU	EUR
NA10840	female	CEU	EUR
NA10842	male	CEU	EUR
NA10843	female	CEU	EUR
NA10845	male	CEU	EUR
NA10846	male	CEU	EUR
NA10847	female	CEU	EUR
NA10850	female	CEU	EUR
NA10851	male	CEU	EUR
NA10852	female	CEU	EUR
NA10853	male	CEU	EUR
NA10854	female	CEU	EUR
NA10855	female	CEU	EUR
NA10856	male	CEU	EUR
NA10857	male	CEU	EUR
NA10859	female	CEU	EUR
NA10860	male	CEU	EUR
NA10861	female	CEU	EUR
NA10863	female	CEU	EUR
NA10864	female	CEU	EUR
NA10865	male	CEU	EUR
NA11829	male	CEU	EUR
NA11830	female	CEU	EUR
NA11831	male	CEU	EUR
NA11832	female	CEU	EUR
NA11839	male	CEU	EUR
NA11840	female	CEU	EUR
NA11843	male	CEU	EUR
NA11881	male	CEU	EUR
NA11882	female	CEU	EUR
NA11891	male	CEU	EUR
NA11892	female	CEU	EUR
NA11893	male	CEU	EUR
NA11894	female	CEU	EUR
NA11917	male	CEU	EUR
NA11918	female	CEU	EUR
NA11919	male	CEU	EUR
NA11920	female	CEU	EUR
NA11930	male	CEU	EUR
NA11931	female	CEU	EUR
NA11932	male	CEU	EUR
NA11933	female	CEU	EUR
NA11992	male	CEU	EUR
NA11993	female	CEU	EUR
NA11994	male	CEU	EUR
NA11995	female	CEU	EUR
NA12003	male	CEU	EUR
NA12004	female	CEU	EUR
NA12005	male	CEU	EUR
NA12006	female	CEU	EUR
NA12043	male	CEU	EUR
NA12044	female	CEU	EUR
NA12045	male	CEU	EUR
NA12046	female	CEU	EUR
NA12056	male	CEU	EUR
NA12057	female	CEU	EUR
NA12058	female	CEU	EUR
NA12144	male	CEU	EUR
NA12145	female	CEU	EUR
NA12146	male	CEU	EUR
NA12154	male	CEU	EUR
NA12155	male	CEU	EUR
NA12156	female	CEU	EUR
NA12234	female	CEU	EUR
NA12239	female	CEU	EUR
NA12248	male	CEU	EUR
NA12249	female	CEU	EUR
NA12264	male	CEU	EUR
NA12272	male	CEU	EUR
NA12273	female	CEU	EUR
NA12274	male	CEU	EUR
NA12275	female	CEU	EUR
NA12282	male	CEU	EUR
NA12283	female	CEU	EUR
NA12286	male	CEU	EUR
NA12287	female	CEU	EUR
NA12329	female	CEU	EUR
NA12335	male	CEU	EUR
NA12336	female	CEU	EUR
NA12340	male	CEU	EUR
NA12341	female	CEU	EUR
NA12342	male	CEU	EUR
NA12343	female	CEU	EUR
NA12344	male	CEU	EUR
NA12347	male	CEU	EUR
NA12348	female	CEU	EUR
NA12375	male	CEU	EUR
NA12376	female	CEU	EUR
NA12383	female	CEU	EUR
NA12386	female	CEU	EUR
NA12399	male	CEU	EUR
NA12400	female	CEU	EUR
NA12413	male	CEU	EUR
NA12414	female	CEU	EUR
NA12485	male	CEU	EUR
NA12489	female	CEU	EUR
NA12546	male	CEU	EUR
NA12707	male	CEU	EUR
NA12708	female	CEU	EUR
NA12716	male	CEU	EUR
NA12717	female	CEU	EUR
NA12718	female	CEU	EUR
NA12739	male	CEU	EUR
NA12740	female	CEU	EUR
NA12748	male	CEU	EUR
NA12749	female	CEU	EUR
NA12750	male	CEU	EUR
NA12751	female	CEU	EUR
NA12752	male	CEU	EUR
NA12753	female	CEU	EUR
NA12760	male	CEU	EUR
NA12761	female	CEU	EUR
NA12762	male	CEU	EUR
NA12763	female	CEU	EUR
NA12766	male	CEU	EUR
NA12767	female	CEU	EUR
NA12775	male	CEU	EUR
NA12776	female	CEU	EUR
NA12777	male	CEU	EUR
NA12778	female	CEU	EUR
NA12801	male	CEU	EUR
NA12802	female	CEU	EUR
NA12812	male	CEU	EUR
NA12813	female	CEU	EUR
NA12814	male	CEU	EUR
NA12815	female	CEU	EUR
NA12817	male	CEU	EUR
NA12818	female	CEU	EUR
NA12827	male	CEU	EUR
NA12828	female	CEU	EUR
NA12829	male	CEU	EUR
NA12830	female	CEU	EUR
NA12832	female	CEU	EUR
NA12842	male	CEU	EUR
NA12843	female	CEU	EUR
NA12864	male	CEU	EUR
NA12865	female	CEU	EUR
NA12872	male	CEU	EUR
NA12873	female	CEU	EUR
NA12874	male	CEU	EUR
NA12875	female	CEU	EUR
NA12877	male	CEU	EUR
NA12878	female	CEU	EUR
NA12889	male	CEU	EUR
NA12890	female	CEU	EUR
NA12891	male	CEU	EUR
NA12892	female	CEU	EUR
NA20502	female	TSI	EUR
NA20503	female	TSI	EUR
NA20504	female	TSI	EUR
NA20505	female	TSI	EUR
NA20506	female	TSI	EUR
NA20507	female	TSI	EUR
NA20508	female	TSI	EUR
NA20509	male	TSI	EUR
NA20510	male	TSI	EUR
NA20511	male	TSI	EUR
NA20512	male	TSI	EUR
NA20513	male	TSI	EUR
NA20514	female	TSI	EUR
NA20515	male	TSI	EUR
NA20516	male	TSI	EUR
NA20517	female	TSI	EUR
NA20518	male	TSI	EUR
NA20519	male	TSI	EUR
NA20520	male	TSI	EUR
NA20521	male	TSI	EUR
NA20522	female	TSI	EUR
NA20524	male	TSI	EUR
NA20525	male	TSI	EUR
NA20527	male	TSI	EUR
NA20528	male	TSI	EUR
NA20529	female	TSI	EUR
NA20530	female	TSI	EUR
NA20531	female	TSI	EUR
NA20532	male	TSI	EUR
NA20533	female	TSI	EUR
NA20534	male	TSI	EUR
NA20535	female	TSI	EUR
NA20536	male	TSI	EUR
NA20537	male	TSI	EUR
NA20538	male	TSI	EUR
NA20539	male	TSI	EUR
NA20540	female	TSI	EUR
NA20541	female	TSI	EUR
NA20542	female	TSI	EUR
NA20543	male	TSI	EUR
NA20544	male	TSI	EUR
NA20581	male	TSI	EUR
NA20582	female	TSI	EUR
NA20585	female	TSI	EUR
NA20586	male	TSI	EUR
NA20587	female	TSI	EUR
NA20588	male	TSI	EUR
NA20589	female	TSI	EUR
NA20752	male	TSI	EUR
NA20753	female	TSI	EUR
NA20754	male	TSI	EUR
NA20755	male	TSI	EUR
NA20756	female	TSI	EUR
NA20757	female	TSI	EUR
NA20758	male	TSI	EUR
NA20759	male	TSI	EUR
NA20760	female	TSI	EUR
NA20761	female	TSI	EUR
NA20762	male	TSI	EUR
NA20763	male	TSI	EUR
NA20764	female	TSI	EUR
NA20765	male	TSI	EUR
NA20766	female	TSI	EUR
NA20767	male	TSI	EUR
NA20768	female	TSI	EUR
NA20769	female	TSI	EUR
NA20770	male	TSI	EUR
NA20771	female	TSI	EUR
NA20772	female	TSI	EUR
NA20773	female	TSI	EUR
NA20774	female	TSI	EUR
NA20775	female	TSI	EUR
NA20778	male	TSI	EUR
NA20783	male	TSI	EUR
NA20785	male	TSI	EUR
NA20786	female	TSI	EUR
NA20787	male	TSI	EUR
NA20790	female	TSI	EUR
NA20792	male	TSI	EUR
NA20795	female	TSI	EUR
NA20796	male	TSI	EUR
NA20797	female	TSI	EUR
NA20798	male	TSI	EUR
NA20799	female	TSI	EUR
NA20800	female	TSI	EUR
NA20801	male	TSI	EUR
NA20802	female	TSI	EUR
NA20803	male	TSI	EUR
NA20804	female	TSI	EUR
NA20805	male	TSI	EUR
NA20806	male	TSI	EUR
NA20807	female	TSI	EUR
NA20808	female	TSI	EUR
NA20809	male	TSI	EUR
NA20810	male	TSI	EUR
NA20811	male	TSI	EUR
NA20812	male	TSI	EUR
NA20813	female	TSI	EUR
NA20814	male	TSI	EUR
NA20815	male	TSI	EUR
NA20816	male	TSI	EUR
NA20818	female	TSI	EUR
NA20819	female	TSI	EUR
NA20821	female	TSI	EUR
NA20822	female	TSI	EUR
NA20826	female	TSI	EUR
NA20827	male	TSI	EUR
NA20828	female	TSI	EUR
NA20829	male	TSI	EUR
NA20831	male	TSI	EUR
NA20832	female	TSI	EUR
